name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
W.Hayes,00-0026243,no,STL,DE,13,2,0,2.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Roberson,00-0030982,no,STL,CB,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Brockers,00-0029630,no,STL,DT,15,0,0,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Wilson,00-0029263,no,SEA,QB,,,,,,2,2,3,2,0,,,,,,,,,,,,,,,295,199,7,13,2,0,2376,,,,,,,,,,,,,,,,,,73,135,0,0,0,0,385
M.Lynch,00-0025399,no,SEA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,13,0,0,0,80,111,105,5,3,1,1,417
D.Coleman,00-0029068,no,SEA,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,2,0,0,0,0,2
F.Jackson,00-0024204,no,SEA,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,5,19,1,0,0,163,15,43,0,0,0,0,65
T.Rawls,00-0031897,no,SEA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,31,6,1,0,0,54,101,179,71,2,0,0,604
D.Baldwin,00-0028434,no,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,69,44,3,0,0,539,,,,,,,
J.Kearse,00-0029159,no,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,30,25,1,1,0,382,,,,,,,
C.Matthews,00-0028702,no,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,4,0,0,0,54,,,,,,,
T.Lockett,00-0032211,no,SEA,WR,,,,,,1,0,1,0,0,,,,,,,,,,259,292,0,19,1,,,,,,,,,,,,,78,146,57,29,1,164,67,25,3,0,0,308,2,6,0,0,0,0,6
J.Graham,00-0027696,no,SEA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,37,44,2,1,0,530,,,,,,,
C.Williams,00-0026369,no,SEA,CB,16,1,0,1,28,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Irvin,00-0029193,no,SEA,OLB,14,0,0,4.5,16,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hill,00-0030072,no,SEA,DT,12,0,0,0,10,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hauschka,00-0025944,no,SEA,K,,,,,,,,,,,21,21,417,63,20,1,19,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ryan,00-0023742,no,SEA,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,17,573,49,2250,,,,,,,,,,,,,,,,,,,
C.Marsh,00-0031175,no,SEA,DE,5,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Wright,00-0028037,no,SEA,OLB,33,3,0,1,40,0,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Sherman,00-0028092,no,SEA,CB,12,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,0,1,0,,,,,,,,,,,,,,
A.Rubin,00-0026330,no,SEA,DT,11,0,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Avril,00-0026232,no,SEA,DE,13,2,0,6.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Thomas,00-0027866,no,SEA,FS,16,1,3,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bennett,00-0026618,no,SEA,DE,13,1,0,6.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mebane,00-0025472,no,SEA,DT,6,0,0,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bailey,00-0030769,no,SEA,SS,6,0,0,0.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Wagner,00-0029255,no,SEA,MLB,32,0,0,0.5,38,0,0,0,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bortles,00-0031407,no,JAC,QB,,,,,,2,3,6,3,-15,,,,,,,,,,,,,,,386,218,12,20,1,0,2623,,,,,,,,,,,,,,,,,,31,129,0,0,0,0,212
D.Robinson,00-0030547,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,5,0,0,0,45,22,32,0,0,0,0,77
T.Yeldon,00-0032209,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,4,27,1,0,0,153,147,184,28,1,0,0,585
A.Hurns,00-0030821,no,JAC,WR,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,156,44,7,1,0,716,,,,,,,
A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,86,50,7,0,0,871,,,,,,,
R.Greene,00-0032170,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,96,0,5,0,15,1,10,1,0,0,37,,,,,,,
B.Pierce,00-0029264,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,3,0,0,0,7,6,8,0,0,0,0,11
C.Grant,00-0031731,no,JAC,RB,,,,,,1,0,1,0,0,,,,,,,,,,114,130,0,8,0,,,,,,,,,,,,,,,,,,13,0,2,0,0,0,13,6,17,0,0,0,0,2
B.Walters,00-0027595,no,JAC,WR,,,,,,,,,,,,,,,,,,,,27,29,0,4,0,1,0,0,0,0,0,0,,,,,,13,23,0,7,0,176,20,29,1,0,0,346,,,,,,,
J.Myers,00-0031492,no,JAC,K,,,,,,,,,,,22,18,317,54,22,0,19,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Anger,00-0029692,no,JAC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,18,555,55,2533,,,,,,,,,,,,,,,,,,,
D.House,00-0028069,no,JAC,CB,6,1,2,0,27,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Miller,00-0027055,no,JAC,DT,12,0,0,2.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Clemons,00-0021577,no,JAC,DE,1,1,0,2,8,0,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Skuta,00-0026725,no,JAC,OLB,2,1,0,1.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Brown,00-0027232,no,JAC,FS,3,0,0,0.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cyprien,00-0030538,no,JAC,SS,13,1,0,0,48,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Posluszny,00-0025421,no,JAC,MLB,16,0,2,0,64,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Colvin,00-0031259,no,JAC,CB,8,1,0,4,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Smith,00-0031264,no,JAC,DE,2,0,0,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Smith,00-0031309,no,JAC,OLB,25,1,1,0.5,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Davis,00-0029053,no,JAC,DE,1,1,0,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Alualu,00-0027862,no,JAC,DT,6,0,0,1,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,3,1,0,0,0,0,0,0
D.Gratz,00-0030539,no,JAC,CB,5,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bennett,00-0032154,no,JAC,DT,3,0,0,0.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McCray,00-0030451,no,JAC,CB,3,0,0,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Odrick,00-0027878,no,JAC,DE,4,1,0,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Newton,00-0027939,no,CAR,QB,,,,,,2,0,2,0,-2,,,,,,,,,,,,,,,306,174,9,20,0,0,2283,,,,,,,,,,,,,,,,,,86,129,22,6,0,0,382
J.Stewart,00-0026153,no,CAR,RB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,12,9,1,0,0,45,190,167,20,4,0,0,764
M.Tolbert,00-0026069,no,CAR,FB,,,,,,,,,,,,,,,,,,,,8,8,0,1,0,,,,,,,,,,,,,,,,,,88,5,11,2,0,0,101,33,68,2,1,0,0,109
F.Whittaker,00-0029731,no,CAR,RB,,,,,,,,,,,,,,,,,,,,126,129,0,6,0,,,,,,,,,,,,,,,,,,46,0,7,0,0,0,50,9,24,0,0,0,0,29
C.Brown,00-0031118,no,CAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,83,17,3,0,0,233,5,22,0,0,0,0,29
J.Cotchery,00-0022811,no,CAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,7,19,1,0,0,253,,,,,,,
E.Dickson,00-0027675,no,CAR,TE,,,,,,0,1,0,1,57,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,67,1,11,1,0,0,90,,,,,,,
D.Funchess,00-0032055,no,CAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,19,16,2,0,0,266,,,,,,,
G.Olsen,00-0025418,no,CAR,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,76,48,6,0,0,718,,,,,,,
T.Ginn,00-0025396,no,CAR,WR,,,,,,,,,,,,,,,,,,,,8,8,0,1,0,,,,,,,,,,,,,74,128,0,24,0,271,39,30,4,0,0,445,3,54,0,0,0,0,55
J.Norman,00-0029285,no,CAR,CB,4,2,4,0,34,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Gano,00-0026858,no,CAR,K,,,,,,,,,,,23,21,381,63,34,0,32,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Nortman,00-0029304,no,CAR,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,13,574,49,2259,,,,,,,,,,,,,1,-1,0,0,0,0,-1
K.Love,00-0027236,no,CAR,DT,6,0,0,1,6,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Davis,00-0023448,no,CAR,OLB,20,2,3,3,50,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Horton,00-0030251,no,CAR,DE,3,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Johnson,00-0025470,no,CAR,DE,3,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Benwikere,00-0031262,no,CAR,CB,14,1,0,1,34,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Harper,00-0024258,no,CAR,SS,22,0,0,0,30,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Tillman,00-0022123,no,CAR,CB,17,1,1,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Klein,00-0030463,no,CAR,MLB,10,0,1,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Kuechly,00-0029248,no,CAR,MLB,23,2,1,1,45,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Addison,00-0028339,no,CAR,DE,7,0,0,4.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Short,00-0030448,no,CAR,DT,15,0,0,5,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Coleman,00-0027835,no,CAR,FS,23,0,4,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Cousins,00-0029604,no,WAS,QB,,,,,,3,1,5,1,-3,,,,,,,,,,,,,,,363,248,10,15,2,1,2485,,,,,,,,,,,,,,,,,,9,15,9,2,0,0,21
M.Jones,00-0031939,no,WAS,RB,,,,,,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,78,14,1,0,0,222,90,115,41,3,0,0,332
J.Crowder,00-0031941,no,WAS,WR,,,,,,0,1,3,1,0,,,,,,,,,,13,13,0,1,0,1,0,0,0,0,0,0,,,,,,54,77,0,19,0,158,11,43,1,1,1,407,2,2,0,0,0,0,2
A.Morris,00-0029141,no,WAS,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,9,0,0,0,43,112,121,0,0,0,0,404
C.Thompson,00-0030404,no,WAS,RB,,,,,,0,0,2,0,0,,,,,,,,,,54,54,0,2,0,,,,,,,,,,,,,,,,,,112,4,29,1,0,0,201,25,136,0,0,0,0,184
P.Garcon,00-0026345,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,10,46,3,1,0,473,,,,,,,
D.Young,00-0026852,no,WAS,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,3,0,0,0,7,6,8,0,0,0,0,14
R.Grant,00-0031068,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,3,17,1,0,0,194,,,,,,,
J.Reed,00-0030472,no,WAS,TE,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,29,47,6,0,0,443,,,,,,,
A.Roberts,00-0027691,no,WAS,WR,,,,,,,,,,,,,,,,,,,,59,125,99,6,1,,,,,,,,,,,,,,,,,,98,0,11,0,0,0,135,,,,,,,
D.Carrier,00-0029119,no,WAS,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,7,15,1,0,0,128,,,,,,,
P.Smith,00-0031935,no,WAS,LB,5,1,0,3,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Forbath,00-0028787,no,WAS,K,,,,,,,,,,,3,2,95,6,18,0,17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Way,00-0030140,no,WAS,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,11,539,40,1844,,,,,,,,,,,,,,,,,,,
C.Baker,00-0026512,no,WAS,DE,25,2,0,4.0,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Knighton,00-0027046,no,WAS,DT,10,0,0,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Amerson,00-0030420,no,WAS,CB,5,1,1,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Murphy,00-0031300,no,WAS,OLB,20,0,0,1.5,7,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Riley,00-0027704,no,WAS,ILB,17,0,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Culliver,00-0028018,no,WAS,CB,3,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Rogers,00-0028144,yes,WAS,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ihenacho,00-0028942,yes,WAS,SS,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Goldson,00-0025513,no,WAS,FS,29,0,1,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Robinson,00-0029545,no,WAS,ILB,25,0,1,0,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Kerrigan,00-0027954,no,WAS,OLB,7,1,0,4.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hatcher,00-0024307,no,WAS,DE,4,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hall,00-0022923,no,WAS,CB,6,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Robinson,00-0029297,no,WAS,SS,17,0,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Tannehill,00-0029701,no,MIA,QB,,,,,,2,1,8,1,-15,,,,,,,,,,,,,,,359,226,10,17,1,1,2642,,,,,,,,,,,9,0,1,0,0,0,9,20,39,0,0,0,0,57
L.Miller,00-0029615,no,MIA,RB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,67,35,2,0,0,330,114,200,94,5,0,0,565
J.Landry,00-0031382,no,MIA,WR,,,,,,0,0,1,0,0,,,,,,,,,,106,147,0,11,0,1,1,0,0,0,0,9,,,,,,152,190,69,24,1,265,54,64,3,1,1,653,13,76,22,1,0,0,101
D.Williams,00-0030874,no,MIA,RB,,,,,,1,1,2,1,0,,,,,,,,,,128,171,0,12,0,,,,,,,,,,,,,,,,,,27,10,8,1,0,0,34,11,40,0,0,0,0,46
J.Cameron,00-0028040,no,MIA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,24,23,2,0,0,289,,,,,,,
R.Matthews,00-0029580,no,MIA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,1,0,298,102,43,4,0,0,662,1,4,0,0,0,0,4
K.Stills,00-0030085,no,MIA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,39,18,2,0,0,331,,,,,,,
G.Jennings,00-0024267,no,MIA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,11,0,0,0,113,,,,,,,
L.James,00-0029260,no,MIA,,,,,,,0,1,1,1,0,,,,,,,,,,27,29,0,2,0,,,,,,,,,,,,,5,5,0,1,0,,,,,,,,,,,,,,
A.Franks,00-0031718,no,MIA,K,,,,,,,,,,,10,8,243,24,25,0,23,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Darr,00-0031716,no,MIA,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,18,561,53,2542,,,,,,,,,,,,,,,,,,,
E.Mitchell,00-0027684,no,MIA,DT,7,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jenkins,00-0030384,no,MIA,OLB,13,1,0,0,40,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Fede,00-0031317,no,MIA,DE,6,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Thomas,00-0028908,no,MIA,FS,6,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Grimes,00-0024183,no,MIA,CB,5,0,3,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Aikens,00-0031307,no,MIA,FS,5,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Shelby,00-0029111,no,MIA,DE,6,1,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Vigil,00-0031728,no,MIA,LB,3,0,0,0,4,,,,,,,,,,,,,,,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Suh,00-0027855,no,MIA,DT,11,0,0,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jones,00-0027762,no,MIA,SS,20,0,3,2,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Sheppard,00-0028006,no,MIA,MLB,16,0,0,0,42,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Br.McCain,00-0026935,no,MIA,CB,7,0,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Misi,00-0027883,no,MIA,OLB,13,0,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Mosley,00-0023624,no,MIA,DT,3,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Phillips,00-0031557,no,MIA,DT,1,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Taylor,00-0030484,no,MIA,CB,12,0,0,0,33,0,0,0,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Taylor,00-0028118,no,BUF,QB,,,,,,0,2,3,2,0,,,,,,,,,,,,,,,176,124,4,11,1,0,1436,,,,,,,,,,,4,0,1,0,0,0,4,47,115,29,2,0,0,243
P.Harvin,00-0026998,no,BUF,WR,,,,,,0,0,1,0,0,,,,,,,,,,65,69,0,5,0,,,,,,,,,,,,,,,,,,107,51,19,1,1,0,218,5,24,0,0,1,0,31
Ka.Williams,00-0032152,no,BUF,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,49,6,2,0,0,72,58,136,107,5,0,0,360
L.McCoy,00-0027029,no,BUF,RB,,,,,,1,2,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,10,18,1,0,0,177,113,157,52,2,1,1,528
A.Dixon,00-0027772,no,BUF,RB,,,,,,,,,,,,,,,,,,,,32,32,0,2,0,,,,,,,,,,,,,,,,,,23,0,5,0,0,0,40,15,12,1,1,0,0,19
R.Woods,00-0030431,no,BUF,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,48,29,2,0,0,314,1,0,0,0,0,0,0
C.Clay,00-0028112,no,BUF,TE,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,34,40,2,0,0,408,,,,,,,
R.Johnson,00-0031026,yes,BUF,OLB,,,,,,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Carpenter,00-0026003,no,BUF,K,,,,,,,,,,,14,12,275,36,25,0,23,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Schmidt,00-0030551,no,BUF,P,,,,,,0,1,1,1,-15,,,,,,,,,,,,,,,,,,,,,,387,12,518,47,2246,,,,,,,,,,,,,1,0,0,0,0,0,0
M.Thigpen,00-0026577,no,BUF,,,,,,,1,1,2,1,0,,,,,,,,,,16,17,0,4,0,,,,,,,,,,,,,28,37,0,10,0,,,,,,,,,,,,,,
M.Lawson,00-0024237,no,BUF,OLB,5,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Charles,00-0030132,no,BUF,DT,2,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Rambo,00-0030289,no,BUF,SS,4,1,1,0,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Graham,00-0025555,no,BUF,FS,18,0,2,1,56,0,0,0,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ky.Williams,00-0024348,no,BUF,DT,8,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Robey,00-0030041,no,BUF,DB,5,0,0,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Brown,00-0031171,no,BUF,MLB,32,1,2,0,35,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gilmore,00-0029542,no,BUF,CB,0,0,2,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Bradham,00-0029272,no,BUF,OLB,13,0,0,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
